council,suburb,Adults - Obesity Rate
Swan Hill,BULGA,33.0
Swan Hill,MALLAN,33.0
Swan Hill,MURRAWEE,33.0
Swan Hill,MURRAYDALE,33.0
Swan Hill,PENTAL ISLAND,33.0
Swan Hill,TYNTYNDER,33.0
Swan Hill,TYNTYNDER SOUTH,33.0
Swan Hill,ULTIMA EAST,33.0
Swan Hill,WOORINEN SOUTH,33.0
Swan Hill,WOORINEN,33.0
Swan Hill,WOORINEN NORTH,33.0
Swan Hill,BEVERFORD,33.0
Swan Hill,VINIFERA,33.0
Swan Hill,NYAH,33.0
Swan Hill,NYAH WEST,33.0
Swan Hill,MIRALIE,33.0
Swan Hill,TOWAN,33.0
Swan Hill,WOOD WOOD,33.0
Swan Hill,KENLEY,33.0
Swan Hill,KOOLOONONG,33.0
Swan Hill,LAKE POWELL,33.0
Swan Hill,NARRUNG,33.0
Swan Hill,NATYA,33.0
Swan Hill,PIANGIL,33.0
Swan Hill,BOUNDARY BEND,33.0
Strathbogie,TABILK,35.1
Greater Shepparton,BAILIESTON,34.4
Greater Shepparton,GOULBURN WEIR,34.4
Greater Shepparton,GRAYTOWN,34.4
Greater Shepparton,KIRWANS BRIDGE,34.4
Greater Shepparton,MITCHELLSTOWN,34.4
Greater Shepparton,NAGAMBIE,34.4
Greater Shepparton,WAHRING,34.4
Greater Shepparton,WIRRATE,34.4
Strathbogie,DHURRINGILE,35.1
Strathbogie,MOORILIM,35.1
Strathbogie,MURCHISON,35.1
Strathbogie,MURCHISON EAST,35.1
Strathbogie,MURCHISON NORTH,35.1
Strathbogie,MOORA,35.1
Strathbogie,RUSHWORTH,35.1
Strathbogie,WANALTA,35.1
Strathbogie,WARANGA,35.1
Strathbogie,WARANGA SHORES,35.1
Strathbogie,WHROO,35.1
Greater Shepparton,TOOLAMBA,34.4
Greater Shepparton,TOOLAMBA WEST,34.4
Greater Shepparton,COOMA,34.4
Greater Shepparton,GILLIESTON,34.4
Greater Shepparton,GIRGARRE EAST,34.4
Greater Shepparton,HARSTON,34.4
Greater Shepparton,MOOROOPNA NORTH WEST,34.4
Greater Shepparton,TATURA,34.4
Greater Shepparton,TATURA EAST,34.4
Greater Shepparton,TOOLAMBA WEST,34.4
Greater Shepparton,WARANGA,34.4
Greater Shepparton,BYRNESIDE,34.4
Greater Shepparton,MERRIGUM,34.4
Moreland,KYABRAM,24.2
Greater Shepparton,KYABRAM,34.4
Greater Shepparton,KYABRAM SOUTH,34.4
Greater Shepparton,LANCASTER,34.4
Greater Shepparton,MOUNT SCOBIE,34.4
Greater Shepparton,ST GERMAINS,34.4
Greater Shepparton,TARIPTA,34.4
Greater Shepparton,WYUNA,34.4
Greater Shepparton,WYUNA EAST,34.4
Campaspe,KOYUGA SOUTH,33.0
Campaspe,KY VALLEY,33.0
Campaspe,KY WEST,33.0
Campaspe,KYVALLEY,33.0
Campaspe,TONGALA,33.0
Campaspe,YAMBUNA,33.0
Campaspe,CORNELIA CREEK,33.0
Campaspe,KOYUGA,33.0
Campaspe,STRATHALLAN,33.0
Greater Shepparton,CARAG CARAG,34.4
Greater Shepparton,STANHOPE,34.4
Greater Shepparton,STANHOPE SOUTH,34.4
Campaspe,GIRGARRE,33.0
Greater Shepparton,ARDMONA,34.4
Greater Shepparton,COOMBOONA,34.4
Greater Shepparton,MOOROOPNA,34.4
Greater Shepparton,MOOROOPNA NORTH,34.4
Greater Shepparton,UNDERA,34.4
Greater Shepparton,BENARCH,34.4
Greater Shepparton,BRANDITT,34.4
Greater Shepparton,CANIAMBO,34.4
Greater Shepparton,COLLIVER,34.4
Greater Shepparton,DUNKIRK,34.4
Greater Shepparton,SHEPPARTON,34.4
Greater Shepparton,SHEPPARTON SOUTH,34.4
Strathbogie,ARCADIA,35.1
Strathbogie,ARCADIA SOUTH,35.1
Strathbogie,BRANDITT,35.1
Strathbogie,COSGROVE,35.1
Strathbogie,COSGROVE SOUTH,35.1
Strathbogie,GRAHAMVALE,35.1
Strathbogie,KARRAMOMUS,35.1
Strathbogie,KIALLA,35.1
Strathbogie,KIALLA EAST,35.1
Strathbogie,KIALLA WEST,35.1
Strathbogie,LEMNOS,35.1
Strathbogie,ORRVALE,35.1
Strathbogie,PINE LODGE,35.1
Strathbogie,SHEPPARTON EAST,35.1
Strathbogie,SHEPPARTON NORTH,35.1
Strathbogie,TAMLEUGH WEST,35.1
Greater Shepparton,SHEPPARTON,34.4
Greater Shepparton,CONGUPNA,34.4
Moira,BUNBARTHA,34.6
Moira,INVERGORDON SOUTH,34.6
Moira,KATANDRA,34.6
Moira,KATANDRA WEST,34.6
Moira,MARIONVALE,34.6
Moira,MARUNGI,34.6
Moira,TALLYGAROOPNA,34.6
Moira,ZEERUST,34.6
Moira,KAARIMBA,34.6
Moira,MUNDOONA,34.6
Moira,WUNGHNU,34.6
Moira,DRUMANURE,34.6
Moira,INVERGORDON,34.6
Moira,NARING,34.6
Moira,NUMURKAH,34.6
Moira,WAAIA,34.6
Moira,YALCA,34.6
Moira,KOTUPNA,34.6
Moira,NATHALIA,34.6
Moira,YIELIMA,34.6
Moira,BARMAH,34.6
Moira,LOWER MOIRA,34.6
Moira,PICOLA,34.6
Moira,PICOLA WEST,34.6
Moira,KATUNGA,34.6
Moira,BEARII,34.6
Moira,MYWEE,34.6
Moira,STRATHMERTON,34.6
Moira,ULUPNA,34.6
Moira,COBRAM,34.6
Berrigan,BAROOGA,
Berrigan,COBRAM,
Berrigan,COBRAM EAST,
Berrigan,KOONOOMOO,
Berrigan,LALALTY,
Berrigan,MUCKATAH,
Berrigan,YARROWEYAH,
Strathbogie,DOOKIE,35.1
Strathbogie,MOUNT MAJOR,35.1
Strathbogie,NALINGA,35.1
Strathbogie,WAGGARANDALL,35.1
Strathbogie,WATTVILLE,35.1
Strathbogie,YABBA NORTH,35.1
Strathbogie,YABBA SOUTH,35.1
Strathbogie,YOUANMITE,35.1
Greater Shepparton,DOOKIE COLLEGE,34.4
Moira,KATAMATITE,34.6
Moira,KATAMATITE EAST,34.6
Murrindindi,BROADFORD,32.7
Murrindindi,CLONBINANE,32.7
Murrindindi,CLONBINANE,32.7
Murrindindi,FLOWERDALE,32.7
Murrindindi,HAZELDENE,32.7
Murrindindi,REEDY CREEK,32.7
Murrindindi,STRATH CREEK,32.7
Murrindindi,SUGARLOAF CREEK,32.7
Murrindindi,SUNDAY CREEK,32.7
Murrindindi,TYAAK,32.7
Murrindindi,WATERFORD PARK,32.7
Mitchell,SUGARLOAF CREEK,33.6
Mitchell,TALLAROOK,33.6
Murrindindi,CAVEAT,32.7
Murrindindi,DROPMORE,32.7
Murrindindi,DYSART,32.7
Murrindindi,HIGHLANDS,32.7
Murrindindi,HILLDENE,32.7
Murrindindi,KERRISDALE,32.7
Murrindindi,KOBYBOYN,32.7
Murrindindi,NORTHWOOD,32.7
Murrindindi,SEYMOUR,32.7
Murrindindi,SEYMOUR SOUTH,32.7
Murrindindi,TRAWOOL,32.7
Murrindindi,WHITEHEADS CREEK,32.7
Latrobe (Vic.),SEYMOUR,
Mitchell,PUCKAPUNYAL,33.6
Mitchell,PUCKAPUNYAL MILPO,33.6
Mitchell,MANGALORE,33.6
Mitchell,AVENEL,33.6
Mitchell,UPTON HILL,33.6
Strathbogie,LOCKSLEY,35.1
Strathbogie,LONGWOOD,35.1
Strathbogie,PRANJIP,35.1
Murrindindi,BALMATTUM,32.7
Murrindindi,CREIGHTON,32.7
Murrindindi,CREIGHTONS CREEK,32.7
Murrindindi,EUROA,32.7
Murrindindi,GOORAM,32.7
Murrindindi,KELVIN VIEW,32.7
Murrindindi,KITHBROOK,32.7
Murrindindi,LONGWOOD EAST,32.7
Murrindindi,MIEPOLL,32.7
Murrindindi,MOGLONEMBY,32.7
Murrindindi,MOLKA,32.7
Murrindindi,PRANJIP,32.7
Murrindindi,RIGGS CREEK,32.7
Murrindindi,RUFFY,32.7
Murrindindi,SHEANS CREEK,32.7
Murrindindi,STRATHBOGIE,32.7
Murrindindi,TARCOMBE,32.7
Mansfield,BOHO,33.9
Mansfield,BOHO SOUTH,33.9
Mansfield,CREEK JUNCTION,33.9
Mansfield,EARLSTON,33.9
Mansfield,GOWANGARDIE,33.9
Mansfield,KOONDA,33.9
Mansfield,MARRAWEENEY,33.9
Mansfield,TAMLEUGH,33.9
Mansfield,TAMLEUGH NORTH,33.9
Mansfield,UPOTIPOTPON,33.9
Mansfield,VIOLET TOWN,33.9
Strathbogie,BADDAGINNIE,35.1
Strathbogie,TARNOOK,35.1
Strathbogie,WARRENBAYNE,35.1
Greater Shepparton,BENALLA,34.4
Benalla,BENALLA,31.2
Benalla,BENALLA WEST,31.2
Mansfield,BENALLA,33.9
Mansfield,BROKEN CREEK,33.9
Mansfield,GOOMALIBEE,33.9
Mansfield,KILFEERA,33.9
Mansfield,LAKE MOKOAN,33.9
Mansfield,LIMA,33.9
Mansfield,LIMA EAST,33.9
Mansfield,LIMA SOUTH,33.9
Mansfield,LURG,33.9
Mansfield,MOLYULLAH,33.9
Mansfield,MOORNGAG,33.9
Mansfield,SAMARIA,33.9
Mansfield,SWANPOOL,33.9
Mansfield,TATONG,33.9
Mansfield,UPOTIPOTPON,33.9
Mansfield,UPPER LURG,33.9
Mansfield,UPPER RYANS CREEK,33.9
Mansfield,WINTON,33.9
Mansfield,WINTON NORTH,33.9
Moira,BOWEYA,34.6
Moira,BOWEYA NORTH,34.6
Moira,GLENROWAN,34.6
Moira,GLENROWAN WEST,34.6
Moira,GRETA,34.6
Moira,GRETA SOUTH,34.6
Moira,GRETA WEST,34.6
Moira,HANSONVILLE,34.6
Moira,MOUNT BRUNO,34.6
Moira,TAMINICK,34.6
Wangaratta,WANGARATTA,32.6
Wangaratta,APPIN PARK,32.6
Wangaratta,WANGARATTA,32.6
Wangaratta,WANGARATTA WEST,32.6
Wangaratta,YARRUNGA,32.6
Moira,BOBINAWARRAH,34.6
Moira,BOORHAMAN,34.6
Moira,BOORHAMAN EAST,34.6
Moira,BOWSER,34.6
Moira,BYAWATHA,34.6
Moira,CARBOOR,34.6
Moira,CHESHUNT,34.6
Moira,CHESHUNT SOUTH,34.6
Moira,DOCKER,34.6
Moira,DOCKERS PLAINS,34.6
Moira,EAST WANGARATTA,34.6
Moira,EDI,34.6
Moira,EDI UPPER,34.6
Moira,EVERTON,34.6
Moira,EVERTON UPPER,34.6
Moira,KILLAWARRA,34.6
Moira,KING VALLEY,34.6
Moira,LACEBY,34.6
Moira,LONDRIGAN,34.6
Moira,MARKWOOD,34.6
Moira,MEADOW CREEK,34.6
Moira,MILAWA,34.6
Moira,NORTH WANGARATTA,34.6
Moira,OXLEY,34.6
Moira,OXLEY FLATS,34.6
Moira,PEECHELBA,34.6
Moira,PEECHELBA EAST,34.6
Moira,ROSE RIVER,34.6
Moira,TARRAWINGEE,34.6
Moira,WABONGA,34.6
Moira,WALDARA,34.6
Moira,WANGANDARY,34.6
Moira,WANGARATTA FORWARD,34.6
Moira,WANGARATTA SOUTH,34.6
Moira,WHITLANDS,34.6
Indigo,BORALMA,32.7
Indigo,LILLIPUT,32.7
Indigo,NORONG,32.7
Indigo,SPRINGHURST,32.7
Indigo,CHILTERN,32.7
Indigo,CHILTERN VALLEY,32.7
Indigo,CORNISHTOWN,32.7
Indigo,INDIGO,32.7
Wangaratta,BOORHAMAN NORTH,32.6
Wangaratta,BRIMIN,32.6
Wangaratta,BROWNS PLAINS,32.6
Wangaratta,CARLYLE,32.6
Wangaratta,DUGAYS BRIDGE,32.6
Wangaratta,GOORAMADDA,32.6
Wangaratta,GREAT SOUTHERN,32.6
Wangaratta,LAKE MOODEMERE,32.6
Wangaratta,NORONG CENTRAL,32.6
Wangaratta,PRENTICE NORTH,32.6
Wangaratta,RUTHERGLEN,32.6
Indigo,CARLYLE,32.7
Indigo,WAHGUNYAH,32.7
Indigo,BARNAWARTHA,32.7
Indigo,BARNAWARTHA NORTH,32.7
Indigo,INDIGO UPPER,32.7
Indigo,INDIGO VALLEY,32.7
Darebin,WODONGA,23.9
Wodonga,WEST WODONGA,34.8
Wodonga,WODONGA,34.8
Wodonga,WODONGA PLAZA,34.8
Albury,ALLANS FLAT,
Albury,BANDIANA,
Albury,BARANDUDA,
Albury,BARNAWARTHA NORTH,
Albury,BELLBRIDGE,
Albury,BERRINGAMA,
Albury,BETHANGA,
Albury,BONEGILLA,
Albury,BUNGIL,
Albury,CASTLE CREEK,
Albury,CORAL BANK,
Albury,DEDERANG,
Albury,EBDEN,
Albury,GATEWAY ISLAND,
Albury,GLEN CREEK,
Albury,GUNDOWRING,
Albury,HUME WEIR,
Albury,HUON CREEK,
Albury,KANCOONA,
Albury,KANCOONA SOUTH,
Albury,KERGUNYAH,
Albury,KERGUNYAH SOUTH,
Albury,KIEWA,
Albury,KILLARA,
Albury,LAKE HUME VILLAGE,
Albury,LENEVA,
Albury,LONE PINE,
Albury,LUCYVALE,
Albury,MONGANS BRIDGE,
Albury,MOUNT ALFRED,
Albury,OSBORNES FLAT,
Albury,RUNNING CREEK,
Albury,STAGHORN FLAT,
Albury,TALGARNO,
Albury,TANGAMBALANGA,
Albury,THOLOGOLONG,
Albury,UPPER GUNDOWRING,
Albury,WODONGA FORWARD,
Wodonga,BANDIANA,34.8
Wodonga,BANDIANA MILPO,34.8
Towong,CHARLEROI,32.9
Towong,HUON,32.9
Towong,RED BLUFF,32.9
Towong,SANDY CREEK,32.9
Alpine,TAWONGA,34.1
Alpine,TAWONGA SOUTH,34.1
East Gippsland,BOGONG,33.9
East Gippsland,FALLS CREEK,33.9
East Gippsland,MOUNT BEAUTY,33.9
East Gippsland,NELSE,33.9
Towong,BULLIOH,32.9
Towong,GEORGES CREEK,32.9
Towong,JARVIS CREEK,32.9
Towong,TALLANGATTA,32.9
Towong,TALLANGATTA EAST,32.9
East Gippsland,DARTMOUTH,33.9
East Gippsland,ESKDALE,33.9
East Gippsland,FERNVALE,33.9
East Gippsland,GRANITE FLAT,33.9
East Gippsland,GRANYA,33.9
East Gippsland,MITTA MITTA,33.9
East Gippsland,OLD TALLANGATTA,33.9
East Gippsland,SHELLEY,33.9
East Gippsland,TALLANDOON,33.9
East Gippsland,TALLANGATTA SOUTH,33.9
East Gippsland,TALLANGATTA VALLEY,33.9
Towong,KOETONG,32.9
Towong,CUDGEWA,32.9
Towong,NARIEL VALLEY,32.9
East Gippsland,BIGGARA,33.9
East Gippsland,BRINGENBRONG,33.9
East Gippsland,COLAC COLAC,33.9
East Gippsland,CORRYONG,33.9
East Gippsland,NARIEL VALLEY,33.9
East Gippsland,THOWGLA VALLEY,33.9
East Gippsland,TOM GROGGIN,33.9
East Gippsland,TOWONG,33.9
East Gippsland,TOWONG UPPER,33.9
Towong,TINTALDRA,32.9
Towong,BURROWYE,32.9
Towong,GUYS FOREST,32.9
Towong,MOUNT ALFRED,32.9
Towong,PINE MOUNTAIN,32.9
Towong,WALWA,32.9
Murrindindi,BUXTON,32.7
Murrindindi,RUBICON,32.7
Murrindindi,THORNTON,32.7
Mansfield,EILDON,33.9
Mansfield,LAKE EILDON,33.9
Mansfield,TAYLOR BAY,33.9
Murrindindi,ACHERON,32.7
Murrindindi,ALEXANDRA,32.7
Murrindindi,CATHKIN,32.7
Murrindindi,CRYSTAL CREEK,32.7
Murrindindi,DEVILS RIVER,32.7
Murrindindi,FAWCETT,32.7
Murrindindi,KORIELLA,32.7
Murrindindi,MAINTONGOON,32.7
Murrindindi,TAGGERTY,32.7
Murrindindi,WHANREGARWEN,32.7
Murrindindi,ANCONA,32.7
Murrindindi,MERTON,32.7
Murrindindi,WOODFIELD,32.7
Mitchell,FLOWERDALE,33.6
Mitchell,GHIN GHIN,33.6
Mitchell,GLENBURN,33.6
Mitchell,HOMEWOOD,33.6
Mitchell,KILLINGWORTH,33.6
Mitchell,LIMESTONE,33.6
Mitchell,MURRINDINDI,33.6
Mitchell,YEA,33.6
Murrindindi,MOLESWORTH,32.7
Murrindindi,GOBUR,32.7
Murrindindi,KANUMBRA,32.7
Murrindindi,TERIP TERIP,32.7
Murrindindi,YARCK,32.7
Mansfield,BONNIE DOON,33.9
Unincorporated Vic,BARWITE,
Unincorporated Vic,MANSFIELD,
Unincorporated Vic,MIRIMBAH,
Murrindindi,ARCHERTON,32.7
Murrindindi,BARJARG,32.7
Murrindindi,BOOROLITE,32.7
Murrindindi,BRIDGE CREEK,32.7
Murrindindi,DELATITE,32.7
Murrindindi,ENOCHS POINT,32.7
Murrindindi,GAFFNEYS CREEK,32.7
Murrindindi,GOUGHS BAY,32.7
Murrindindi,HOWES CREEK,32.7
Murrindindi,HOWQUA,32.7
Murrindindi,HOWQUA HILLS,32.7
Murrindindi,HOWQUA INLET,32.7
Murrindindi,JAMIESON,32.7
Murrindindi,KEVINGTON,32.7
Murrindindi,KNOCKWOOD,32.7
Murrindindi,MACS COVE,32.7
Murrindindi,MAINDAMPLE,32.7
Murrindindi,MATLOCK,32.7
Murrindindi,MERRIJIG,32.7
Murrindindi,MOUNT BULLER,32.7
Murrindindi,MOUNTAIN BAY,32.7
Murrindindi,NILLAHCOOTIE,32.7
Murrindindi,PIRIES,32.7
Murrindindi,SAWMILL SETTLEMENT,32.7
Murrindindi,TOLMIE,32.7
Murrindindi,WOODS POINT,32.7
Mansfield,MANSFIELD,33.9
Greater Shepparton,BOXWOOD,34.4
Greater Shepparton,CHESNEY VALE,34.4
Greater Shepparton,GOORAMBAT,34.4
Greater Shepparton,MAJOR PLAINS,34.4
Greater Shepparton,STEWARTON,34.4
Benalla,BUNGEET,31.2
Benalla,BUNGEET WEST,31.2
Benalla,DEVENISH,31.2
Benalla,THOONA,31.2
Moira,ALMONDS,34.6
Moira,LAKE ROWAN,34.6
Moira,PELLUEBLA,34.6
Moira,ST JAMES,34.6
Moira,WAGGARANDALL,34.6
Moira,YUNDOOL,34.6
Moira,BOOMAHNOOMOONAH,34.6
Moira,TUNGAMAH,34.6
Moira,WILBY,34.6
Moira,YOUARANG,34.6
Moira,BATHUMI,34.6
Moira,BOOSEY,34.6
Moira,BUNDALONG,34.6
Moira,BUNDALONG SOUTH,34.6
Moira,BURRAMINE,34.6
Moira,BURRAMINE SOUTH,34.6
Moira,ESMOND,34.6
Moira,TELFORD,34.6
Moira,YARRAWONGA,34.6
Moira,YARRAWONGA SOUTH,34.6
Wangaratta,MOYHU,32.6
Wangaratta,MYRRHEE,32.6
Wangaratta,WHITFIELD,32.6
Wangaratta,BOWMANS FOREST,32.6
Wangaratta,WHOROULY,32.6
Wangaratta,WHOROULY EAST,32.6
Wangaratta,WHOROULY SOUTH,32.6
Wangaratta,MYRTLEFORD,32.6
Wangaratta,ABBEYARD,32.6
Wangaratta,BARWIDGEE,32.6
Wangaratta,BUFFALO RIVER,32.6
Wangaratta,DANDONGADALE,32.6
Wangaratta,GAPSTED,32.6
Wangaratta,HAVILAH,32.6
Wangaratta,HAVILLAH,32.6
Wangaratta,MERRIANG,32.6
Wangaratta,MERRIANG SOUTH,32.6
Wangaratta,MUDGEGONGA,32.6
Wangaratta,MYRTLEFORD,32.6
Wangaratta,NUG NUG,32.6
Wangaratta,ROSEWHITE,32.6
Wangaratta,SELWYN,32.6
Wangaratta,WONNANGATTA,32.6
Alpine,OVENS,34.1
Alpine,EUROBIN,34.1
Alpine,BUCKLAND,34.1
Alpine,MOUNT BUFFALO,34.1
Alpine,POREPUNKAH,34.1
Unincorporated Vic,BRIGHT,
Unincorporated Vic,FREEBURGH,
Unincorporated Vic,GERMANTOWN,
Unincorporated Vic,HARRIETVILLE,
Unincorporated Vic,HOTHAM HEIGHTS,
Unincorporated Vic,MOUNT HOTHAM,
Unincorporated Vic,SMOKO,
Alpine,WANDILIGONG,34.1
Wangaratta,ELDORADO,32.6
Wangaratta,BAARMUTHA,32.6
Wangaratta,BEECHWORTH,32.6
Wangaratta,HURDLE FLAT,32.6
Wangaratta,MURMUNGEE,32.6
Wangaratta,SILVER CREEK,32.6
Wangaratta,STANLEY,32.6
Wangaratta,WOOLSHED,32.6
Wangaratta,WOORAGEE,32.6
Indigo,BRUARONG,32.7
Indigo,YACKANDANDAH,32.7
Whittlesea,WOLLERT,30.8
Whittlesea,WOODSTOCK,30.8
Whittlesea,MORANG SOUTH,30.8
Whittlesea,SOUTH MORANG,30.8
Whittlesea,BEVERIDGE,30.8
Nillumbik,DOREEN,22.8
Nillumbik,MERNDA,22.8
Nillumbik,YAN YEAN,22.8
Macedon Ranges,CHINTIN,29.6
Macedon Ranges,DARRAWEIT GUIM,29.6
Macedon Ranges,HIDDEN VALLEY,29.6
Macedon Ranges,UPPER PLENTY,29.6
Macedon Ranges,WALLAN,29.6
Macedon Ranges,WALLAN EAST,29.6
Nillumbik,BRUCES CREEK,22.8
Nillumbik,EDEN PARK,22.8
Nillumbik,HUMEVALE,22.8
Nillumbik,KINGLAKE CENTRAL,22.8
Nillumbik,KINGLAKE WEST,22.8
Nillumbik,PHEASANT CREEK,22.8
Nillumbik,WHITTLESEA,22.8
Mitchell,HEATHCOTE JUNCTION,33.6
Mitchell,WANDONG,33.6
Nillumbik,PANTON HILL,22.8
Nillumbik,SMITHS GULLY,22.8
Nillumbik,SMITHS GULLY,22.8
Nillumbik,ST ANDREWS,22.8
Macedon Ranges,BYLANDS,29.6
Nillumbik,KINGLAKE,22.8
Nillumbik,MOUNT SLIDE,22.8
Macedon Ranges,FORBES,29.6
Macedon Ranges,GLENAROUA,29.6
Macedon Ranges,HIGH CAMP,29.6
Macedon Ranges,KILMORE,29.6
Macedon Ranges,KILMORE EAST,29.6
Macedon Ranges,MORANDING,29.6
Macedon Ranges,TANTARABOO,29.6
Macedon Ranges,WILLOWMAVIN,29.6
Yarra Ranges,MONTROSE,27.1
Yarra Ranges,KALORAMA,27.1
Yarra Ranges,MOUNT DANDENONG,27.1
Yarra Ranges,COLDSTREAM,27.1
Yarra Ranges,GRUYERE,27.1
Yarra Ranges,YERING,27.1
Nillumbik,CHRISTMAS HILLS,22.8
Nillumbik,DIXONS CREEK,22.8
Nillumbik,STEELS CREEK,22.8
Nillumbik,TARRAWARRA,22.8
Nillumbik,YARRA GLEN,22.8
Murrindindi,BADGER CREEK,32.7
Murrindindi,CASTELLA,32.7
Murrindindi,CHUM CREEK,32.7
Murrindindi,HEALESVILLE,32.7
Murrindindi,HEALESVILLE MAIN STREET,32.7
Murrindindi,HEALESVILLE POST SHOP,32.7
Murrindindi,MOUNT TOOLEBEWONG,32.7
Murrindindi,TOOLANGI,32.7
Yarra Ranges,FERNSHAW,27.1
Yarra Ranges,NARBETHONG,27.1
Yarra Ranges,CAMBARVILLE,27.1
Yarra Ranges,MARYSVILLE,27.1
Cardinia,COCKATOO,32.4
Cardinia,MOUNT BURNETT,32.4
Cardinia,NANGANA,32.4
Yarra Ranges,AVONSLEIGH,27.1
Yarra Ranges,CLEMATIS,27.1
Yarra Ranges,EMERALD,27.1
Yarra Ranges,MACCLESFIELD,27.1
Cardinia,GEMBROOK,32.4
Yarra Ranges,TREMONT,27.1
Yarra Ranges,FERNY CREEK,27.1
Knox,SASSAFRAS,24.5
Knox,SASSAFRAS GULLY,24.5
Yarra Ranges,OLINDA,27.1
Yarra Ranges,SHERBROOKE,27.1
Cardinia,KALLISTA,32.4
Yarra Ranges,THE PATCH,27.1
Yarra Ranges,MONBULK,27.1
Yarra Ranges,SILVAN,27.1
Yarra Ranges,MOUNT EVELYN,27.1
Yarra Ranges,GILDEROY,27.1
Yarra Ranges,GLADYSDALE,27.1
Yarra Ranges,POWELLTOWN,27.1
Yarra Ranges,THREE BRIDGES,27.1
Yarra Ranges,YARRA JUNCTION,27.1
Yarra Ranges,BIG PATS CREEK,27.1
Yarra Ranges,EAST WARBURTON,27.1
Yarra Ranges,MCMAHONS CREEK,27.1
Yarra Ranges,MILLGROVE,27.1
Yarra Ranges,REEFTON,27.1
Yarra Ranges,WARBURTON,27.1
Yarra Ranges,WESBURN,27.1
Monash,MONASH UNIVERSITY,19.7
Casey,ENDEAVOUR HILLS,32.2
Casey,HALLAM,32.2
Yarra Ranges,NARRE WARREN EAST,27.1
Yarra Ranges,NARRE WARREN NORTH,27.1
Casey,FOUNTAIN GATE,32.2
Casey,NARRE WARREN,32.2
Casey,NARRE WARREN SOUTH,32.2
Casey,BERWICK,32.2
Casey,HARKAWAY,32.2
Casey,BEACONSFIELD,32.2
Casey,GUYS HILL,32.2
Cardinia,BEACONSFIELD UPPER,32.4
Cardinia,DEWHURST,32.4
Cardinia,OFFICER,32.4
Cardinia,OFFICER SOUTH,32.4
Cardinia,PAKENHAM,32.4
Cardinia,PAKENHAM SOUTH,32.4
Cardinia,PAKENHAM UPPER,32.4
Cardinia,RYTHDALE,32.4
Cardinia,MARYKNOLL,32.4
Cardinia,NAR NAR GOON,32.4
Cardinia,NAR NAR GOON NORTH,32.4
Cardinia,TYNONG,32.4
Cardinia,TYNONG NORTH,32.4
Cardinia,CORA LYNN,32.4
Cardinia,GARFIELD,32.4
Cardinia,GARFIELD NORTH,32.4
Cardinia,VERVALE,32.4
Cardinia,BUNYIP,32.4
Cardinia,BUNYIP NORTH,32.4
Cardinia,IONA,32.4
Cardinia,TONIMBUK,32.4
Cardinia,LABERTOUCHE,32.4
Cardinia,LONGWARRY,32.4
Cardinia,LONGWARRY NORTH,32.4
Cardinia,MODELLA,32.4
Baw Baw,ATHLONE,32.7
Baw Baw,DROUIN,32.7
Baw Baw,DROUIN EAST,32.7
Baw Baw,DROUIN SOUTH,32.7
Baw Baw,DROUIN WEST,32.7
Baw Baw,HALLORA,32.7
Baw Baw,JINDIVICK,32.7
Baw Baw,RIPPLEBROOK,32.7
Baw Baw,TARAGO,32.7
Baw Baw,BONA VISTA,32.7
Baw Baw,LILLICO,32.7
Baw Baw,WARRAGUL,32.7
Baw Baw,BRANDY CREEK,32.7
Baw Baw,BRAVINGTON,32.7
Baw Baw,BULN BULN,32.7
Baw Baw,BULN BULN EAST,32.7
Baw Baw,CROSSOVER,32.7
Baw Baw,ELLINBANK,32.7
Baw Baw,FERNDALE,32.7
Baw Baw,LARDNER,32.7
Baw Baw,NAYOOK,32.7
Baw Baw,NEERIM JUNCTION,32.7
Baw Baw,NEERIM NORTH,32.7
Baw Baw,NILMA,32.7
Baw Baw,NILMA NORTH,32.7
Baw Baw,ROKEBY,32.7
Baw Baw,SEAVIEW,32.7
Baw Baw,SHADY CREEK,32.7
Baw Baw,TETOORA ROAD,32.7
Baw Baw,TORWOOD,32.7
Baw Baw,WARRAGUL SOUTH,32.7
Baw Baw,WARRAGUL WEST,32.7
Baw Baw,CLOVERLEA,32.7
Baw Baw,DARNUM,32.7
Baw Baw,GAINSBOROUGH,32.7
Baw Baw,ALLAMBEE,32.7
Baw Baw,YARRAGON,32.7
Baw Baw,YARRAGON SOUTH,32.7
Latrobe,CHILDERS,33.8
Latrobe,NARRACAN,33.8
Latrobe,THORPDALE SOUTH,33.8
Latrobe,TRAFALGAR,33.8
Latrobe,TRAFALGAR EAST,33.8
Latrobe,TRAFALGAR SOUTH,33.8
Wellington,ABERFELDY,34.8
Wellington,AMOR,34.8
Wellington,BOOLA,34.8
Wellington,CARINGAL,34.8
Wellington,COALVILLE,34.8
Wellington,COOPERS CREEK,34.8
Wellington,ERICA,34.8
Wellington,FUMINA,34.8
Wellington,FUMINA SOUTH,34.8
Wellington,HERNES OAK,34.8
Wellington,HILL END,34.8
Wellington,JACOB CREEK,34.8
Wellington,JERICHO,34.8
Wellington,MOE,34.8
Wellington,MOE SOUTH,34.8
Wellington,MOONDARRA,34.8
Wellington,NEWBOROUGH,34.8
Wellington,NEWBOROUGH EAST,34.8
Wellington,RAWSON,34.8
Wellington,TANJIL,34.8
Wellington,TANJIL SOUTH,34.8
Wellington,THALLOO,34.8
