council,suburb,Adults - Obesity - ASR,Adults - Overweight/Obese - ASR
Mildura,MILDURA WEST,35.6,70.0
Mildura,PARINGI,35.6,70.0
Swan Hill,HATTAH,33.0,68.0
Swan Hill,KOORLONG,33.0,68.0
Swan Hill,MILDURA CENTRE PLAZA,33.0,68.0
Swan Hill,MILDURA SOUTH,33.0,68.0
Swan Hill,NICHOLS POINT,33.0,68.0
Greater Dandenong,MILDURA,26.3,63.2
Mildura,BIRDWOODTON,35.6,70.0
Mildura,CABARITA,35.6,70.0
Mildura,MERBEIN,35.6,70.0
Mildura,MERBEIN SOUTH,35.6,70.0
Mildura,MERBEIN WEST,35.6,70.0
Mildura,WARGAN,35.6,70.0
Mildura,YELTA,35.6,70.0
Mildura,COWANGIE,35.6,70.0
Mildura,WALPEUP,35.6,70.0
Mildura,LINGA,35.6,70.0
Mildura,UNDERBOOL,35.6,70.0
Mildura,CARINA,35.6,70.0
Mildura,MURRAYVILLE,35.6,70.0
Mildura,PANITYA,35.6,70.0
Mount Alexander,MARONG,32.1,67.8
Mount Alexander,SHELBOURNE,32.1,67.8
Mount Alexander,WILSONS HILL,32.1,67.8
Greater Bendigo,BRIDGEWATER,34.2,69.6
Greater Bendigo,BRIDGEWATER NORTH,34.2,69.6
Greater Bendigo,BRIDGEWATER ON LODDON,34.2,69.6
Greater Bendigo,DERBY,34.2,69.6
Greater Bendigo,LEICHARDT,34.2,69.6
Greater Bendigo,YARRABERB,34.2,69.6
Loddon,BEARS LAGOON,34.8,70.3
Loddon,BRENANAH,34.8,70.3
Loddon,BULLABUL,34.8,70.3
Loddon,GLENALBYN,34.8,70.3
Loddon,INGLEWOOD,34.8,70.3
Loddon,JARKLIN,34.8,70.3
Loddon,KINGOWER,34.8,70.3
Loddon,KURTING,34.8,70.3
Loddon,POWLETT PLAINS,34.8,70.3
Loddon,RHEOLA,34.8,70.3
Loddon,SALISBURY WEST,34.8,70.3
Loddon,SERPENTINE,34.8,70.3
Buloke,BERRIMAL,32.4,68.1
Buloke,BORUNG,32.4,68.1
Buloke,FENTONS CREEK,32.4,68.1
Buloke,FERNIHURST,32.4,68.1
Buloke,FIERY FLAT,32.4,68.1
Buloke,KURRACA,32.4,68.1
Buloke,KURRACA WEST,32.4,68.1
Buloke,MYSIA,32.4,68.1
Buloke,NINE MILE,32.4,68.1
Buloke,RICHMOND PLAINS,32.4,68.1
Buloke,SKINNERS FLAT,32.4,68.1
Buloke,WEDDERBURN,32.4,68.1
Buloke,WEDDERBURN JUNCTION,32.4,68.1
Buloke,WEHLA,32.4,68.1
Buloke,WOOLSHED FLAT,32.4,68.1
Buloke,WOOSANG,32.4,68.1
Loddon,KINYPANIAL,34.8,70.3
Loddon,KORONG VALE,34.8,70.3
Loddon,SOUTH KINYPANIAL,34.8,70.3
Mitchell,PYALONG,33.6,70.3
Mitchell,EMU FLAT,33.6,70.3
Mitchell,GLENHOPE EAST,33.6,70.3
Mitchell,TOOBORAC,33.6,70.3
Mitchell,ARGYLE,33.6,70.3
Mitchell,COSTERFIELD,33.6,70.3
Mitchell,DERRINAL,33.6,70.3
Mitchell,HEATHCOTE,33.6,70.3
Mitchell,HEATHCOTE SOUTH,33.6,70.3
Mitchell,KNOWSLEY,33.6,70.3
Mitchell,LADYS PASS,33.6,70.3
Mitchell,MOORMBOOL WEST,33.6,70.3
Mitchell,MOUNT CAMEL,33.6,70.3
Mitchell,REDCASTLE,33.6,70.3
Loddon,BARRAKEE,34.8,70.3
Loddon,BUCKRABANYULE,34.8,70.3
Loddon,CHARLTON,34.8,70.3
Loddon,CHIRRIP,34.8,70.3
Loddon,GRANITE FLAT,34.8,70.3
Loddon,JEFFCOTT,34.8,70.3
Loddon,JEFFCOTT NORTH,34.8,70.3
Loddon,LAKE MARMAL,34.8,70.3
Loddon,NAREEWILLOCK,34.8,70.3
Loddon,TEDDYWADDY,34.8,70.3
Loddon,TEDDYWADDY WEST,34.8,70.3
Loddon,TERRAPPEE,34.8,70.3
Loddon,WOOROONOOK,34.8,70.3
Loddon,WYCHITELLA,34.8,70.3
Loddon,WYCHITELLA NORTH,34.8,70.3
Loddon,YEUNGROON,34.8,70.3
Loddon,YEUNGROON EAST,34.8,70.3
Loddon,BUNGULUKE,34.8,70.3
Loddon,DUMOSA,34.8,70.3
Loddon,GLENLOTH,34.8,70.3
Loddon,GLENLOTH EAST,34.8,70.3
Loddon,JERUK,34.8,70.3
Loddon,NINYEUNOOK,34.8,70.3
Loddon,TEDDYWADDY,34.8,70.3
Loddon,TEDDYWADDY WEST,34.8,70.3
Loddon,THALIA,34.8,70.3
Loddon,TOWANINNY,34.8,70.3
Loddon,TOWANINNY SOUTH,34.8,70.3
Loddon,WYCHEPROOF,34.8,70.3
Loddon,WYCHEPROOF SOUTH,34.8,70.3
Buloke,KALPIENUNG,32.4,68.1
Buloke,NULLAWIL,32.4,68.1
Buloke,CULGOA,32.4,68.1
Buloke,SUTTON,32.4,68.1
Buloke,WANGIE,32.4,68.1
Buloke,WARNE,32.4,68.1
Buloke,BERRIWILLOCK,32.4,68.1
Buloke,BOIGBEAT,32.4,68.1
Buloke,SPRINGFIELD,32.4,68.1
Swan Hill,BIMBOURIE,33.0,68.0
Swan Hill,LAKE TYRRELL,33.0,68.0
Swan Hill,MITTYACK,33.0,68.0
Swan Hill,MYALL,33.0,68.0
Swan Hill,NANDALY,33.0,68.0
Swan Hill,NINDA,33.0,68.0
Swan Hill,NYARRIN,33.0,68.0
Swan Hill,PIER MILAN,33.0,68.0
Swan Hill,SEA LAKE,33.0,68.0
Swan Hill,STRATEN,33.0,68.0
Swan Hill,TYENNA,33.0,68.0
Swan Hill,TYRRELL,33.0,68.0
Swan Hill,TYRRELL DOWNS,33.0,68.0
Gannawarra,BARRAPORT,32.4,68.1
Gannawarra,BARRAPORT WEST,32.4,68.1
Gannawarra,BOORT,32.4,68.1
Gannawarra,CANARY ISLAND,32.4,68.1
Gannawarra,CATUMNAL,32.4,68.1
Gannawarra,GREDGWIN,32.4,68.1
Gannawarra,LEAGHUR,32.4,68.1
Gannawarra,MINMINDIE,32.4,68.1
Gannawarra,YANDO,32.4,68.1
Gannawarra,CANNIE,32.4,68.1
Gannawarra,NINYEUNOOK,32.4,68.1
Gannawarra,OAKVALE,32.4,68.1
Gannawarra,QUAMBATOOK,32.4,68.1
Buloke,COKUM,32.4,68.1
Buloke,LALBERT,32.4,68.1
Buloke,TITTYBONG,32.4,68.1
Buloke,TITYBONG,32.4,68.1
Buloke,CHINANGIN,32.4,68.1
Buloke,GOWANFORD,32.4,68.1
Buloke,MURNUNGIN,32.4,68.1
Buloke,SPRINGFIELD,32.4,68.1
Buloke,ULTIMA,32.4,68.1
Buloke,ULTIMA EAST,32.4,68.1
Buloke,WAITCHIE,32.4,68.1
Swan Hill,BOLTON,33.0,68.0
Swan Hill,CHINKAPOOK,33.0,68.0
Swan Hill,COCAMBA,33.0,68.0
Swan Hill,GERAHMIN,33.0,68.0
Swan Hill,MANANGATANG,33.0,68.0
Swan Hill,TUROAR,33.0,68.0
Swan Hill,WINNAMBOOL,33.0,68.0
Swan Hill,ANNUELLO,33.0,68.0
Swan Hill,BANNERTON,33.0,68.0
Swan Hill,HAPPY VALLEY,33.0,68.0
Swan Hill,LIPAROO,33.0,68.0
Swan Hill,ROBINVALE,33.0,68.0
Swan Hill,ROBINVALE IRRIGATION DISTRICT SECTION B,33.0,68.0
Swan Hill,ROBINVALE IRRIGATION DISTRICT SECTION C,33.0,68.0
Swan Hill,ROBINVALE IRRIGATION DISTRICT SECTION D,33.0,68.0
Swan Hill,ROBINVALE IRRIGATION DISTRICT SECTION E,33.0,68.0
Swan Hill,TOL TOL,33.0,68.0
Swan Hill,WANDOWN,33.0,68.0
Swan Hill,WEMEN,33.0,68.0
Greater Bendigo,BENDIGO,34.2,69.6
Greater Bendigo,BENDIGO SOUTH,34.2,69.6
Greater Bendigo,DIAMOND HILL,34.2,69.6
Greater Bendigo,EAST BENDIGO,34.2,69.6
Greater Bendigo,FLORA HILL,34.2,69.6
Greater Bendigo,IRONBARK,34.2,69.6
Greater Bendigo,KENNINGTON,34.2,69.6
Greater Bendigo,LONG GULLY,34.2,69.6
Greater Bendigo,NORTH BENDIGO,34.2,69.6
Greater Bendigo,QUARRY HILL,34.2,69.6
Greater Bendigo,SANDHURST EAST,34.2,69.6
Greater Bendigo,SPRING GULLY,34.2,69.6
Greater Bendigo,STRATHDALE,34.2,69.6
Greater Bendigo,TYSONS REEF,34.2,69.6
Greater Bendigo,WEST BENDIGO,34.2,69.6
Greater Bendigo,WHITE HILLS,34.2,69.6
Mount Alexander,ARNOLD,32.1,67.8
Mount Alexander,ARNOLD WEST,32.1,67.8
Mount Alexander,ASCOT,32.1,67.8
Mount Alexander,AXE CREEK,32.1,67.8
Mount Alexander,AXEDALE,32.1,67.8
Mount Alexander,BAGSHOT,32.1,67.8
Mount Alexander,BAGSHOT NORTH,32.1,67.8
Mount Alexander,BENDIGO FORWARD,32.1,67.8
Mount Alexander,CORNELLA,32.1,67.8
Mount Alexander,CREEK VIEW,32.1,67.8
Mount Alexander,EMU CREEK,32.1,67.8
Mount Alexander,EPPALOCK,32.1,67.8
Mount Alexander,EPSOM,32.1,67.8
Mount Alexander,HUNTLY,32.1,67.8
Mount Alexander,HUNTLY NORTH,32.1,67.8
Mount Alexander,JUNORTOUN,32.1,67.8
Mount Alexander,KIMBOLTON,32.1,67.8
Mount Alexander,LAKE EPPALOCK,32.1,67.8
Mount Alexander,LLANELLY,32.1,67.8
Mount Alexander,LOCKWOOD,32.1,67.8
Mount Alexander,LOCKWOOD SOUTH,32.1,67.8
Mount Alexander,LONGLEA,32.1,67.8
Mount Alexander,MAIDEN GULLY,32.1,67.8
Mount Alexander,MANDURANG,32.1,67.8
Mount Alexander,MANDURANG SOUTH,32.1,67.8
Mount Alexander,MINTO,32.1,67.8
Mount Alexander,MOSQUITO CREEK,32.1,67.8
Mount Alexander,MURPHYS CREEK,32.1,67.8
Mount Alexander,MYOLA,32.1,67.8
Mount Alexander,MYOLA EAST,32.1,67.8
Mount Alexander,MYRTLE CREEK,32.1,67.8
Mount Alexander,NEWBRIDGE,32.1,67.8
Mount Alexander,PAINSWICK,32.1,67.8
Mount Alexander,PILCHERS BRIDGE,32.1,67.8
Mount Alexander,SEDGWICK,32.1,67.8
Mount Alexander,STRATHFIELDSAYE,32.1,67.8
Mount Alexander,TARNAGULLA,32.1,67.8
Mount Alexander,TOOLLEEN,32.1,67.8
Mount Alexander,WAANYARRA,32.1,67.8
Mount Alexander,WELLSFORD,32.1,67.8
Mount Alexander,WOODSTOCK ON LODDON,32.1,67.8
Yarra,BENDIGO,16.3,53.7
Greater Bendigo,BENDIGO DC,34.2,69.6
Greater Bendigo,BIG HILL,34.2,69.6
Greater Bendigo,GOLDEN GULLY,34.2,69.6
Greater Bendigo,GOLDEN SQUARE,34.2,69.6
Greater Bendigo,KANGAROO FLAT,34.2,69.6
Greater Bendigo,LANSELL PLAZA,34.2,69.6
Greater Bendigo,SPECIMEN HILL,34.2,69.6
Loddon,CALIFORNIA GULLY,34.8,70.3
Loddon,CAMPBELLS FOREST,34.8,70.3
Loddon,COMET HILL,34.8,70.3
Loddon,EAGLEHAWK,34.8,70.3
Loddon,EAGLEHAWK NORTH,34.8,70.3
Loddon,JACKASS FLAT,34.8,70.3
Loddon,MYERS FLAT,34.8,70.3
Loddon,SAILORS GULLY,34.8,70.3
Loddon,SEBASTIAN,34.8,70.3
Loddon,WHIPSTICK,34.8,70.3
Loddon,WOODVALE,34.8,70.3
Campaspe,BARNADOWN,33.0,68.4
Campaspe,FOSTERVILLE,33.0,68.4
Campaspe,GOORNONG,33.0,68.4
Campaspe,MUSKERRY,33.0,68.4
Campaspe,MUSKERRY EAST,33.0,68.4
Campaspe,BURNEWANG,33.0,68.4
Campaspe,COROP WEST,33.0,68.4
Campaspe,CREEK VIEW,33.0,68.4
Campaspe,ELMORE,33.0,68.4
Campaspe,HUNTER,33.0,68.4
Campaspe,RUNNYMEDE,33.0,68.4
Greater Bendigo,AVONMORE,34.2,69.6
Greater Bendigo,BURRAMBOOT,34.2,69.6
Greater Bendigo,COLBINABBIN,34.2,69.6
Greater Bendigo,COROP,34.2,69.6
Greater Bendigo,GOBARUP,34.2,69.6
Greater Bendigo,LYNDALE,34.2,69.6
Greater Bendigo,MAYREEF,34.2,69.6
Greater Bendigo,RUNNYMEDE,34.2,69.6
Campaspe,BALLENDELLA,33.0,68.4
Campaspe,BAMAWM,33.0,68.4
Campaspe,BAMAWM EXTENSION,33.0,68.4
Campaspe,BONN,33.0,68.4
Campaspe,DIGGORA,33.0,68.4
Campaspe,DIGGORA WEST,33.0,68.4
Campaspe,FAIRY DELL,33.0,68.4
Campaspe,NANNEELLA,33.0,68.4
Campaspe,ROCHESTER,33.0,68.4
Campaspe,ROCHESTER WEST,33.0,68.4
Campaspe,THE SETTLEMENT,33.0,68.4
Campaspe,TIMMERING,33.0,68.4
Campaspe,TORRUMBARRY,33.0,68.4
Campaspe,LOCKINGTON,33.0,68.4
Campaspe,BAMAWM EXTENSION,33.0,68.4
Campaspe,CAMPASPE WEST,33.0,68.4
Campaspe,ECHUCA,33.0,68.4
Campaspe,ECHUCA EAST,33.0,68.4
Campaspe,ECHUCA SOUTH,33.0,68.4
Campaspe,ECHUCA VILLAGE,33.0,68.4
Campaspe,ECHUCA WEST,33.0,68.4
Campaspe,KANYAPELLA,33.0,68.4
Campaspe,MCEVOYS,33.0,68.4
Campaspe,PATHO,33.0,68.4
Campaspe,PATHO WEST,33.0,68.4
Campaspe,ROSLYNMEAD,33.0,68.4
Campaspe,SIMMIE,33.0,68.4
Campaspe,WHARPARILLA,33.0,68.4
Campaspe,KOTTA,33.0,68.4
Campaspe,GUNBOWER,33.0,68.4
Loddon,HORFIELD,34.8,70.3
Loddon,LEITCHVILLE,34.8,70.3
Gannawarra,BURKES BRIDGE,32.4,68.1
Gannawarra,COHUNA,32.4,68.1
Gannawarra,CULLEN,32.4,68.1
Gannawarra,DALTONS BRIDGE,32.4,68.1
Gannawarra,GANNAWARRA,32.4,68.1
Gannawarra,KEELY,32.4,68.1
Gannawarra,MACORNA NORTH,32.4,68.1
Gannawarra,MCMILLANS,32.4,68.1
Gannawarra,MEAD,32.4,68.1
Gannawarra,MINCHA WEST,32.4,68.1
Gannawarra,WEE WEE RUP,32.4,68.1
Loddon,AUCHMORE,34.8,70.3
Loddon,DRUMMARTIN,34.8,70.3
Loddon,KAMAROOKA,34.8,70.3
Loddon,NEILBOROUGH,34.8,70.3
Loddon,RAYWOOD,34.8,70.3
Loddon,SUMMERFIELD,34.8,70.3
Loddon,DINGEE,34.8,70.3
Loddon,KAMAROOKA NORTH,34.8,70.3
Loddon,POMPAPIEL,34.8,70.3
Loddon,TANDARRA,34.8,70.3
Loddon,YALLOOK,34.8,70.3
Loddon,MILLOO,34.8,70.3
Loddon,PIAVELLA,34.8,70.3
Loddon,PRAIRIE,34.8,70.3
Loddon,TENNYSON,34.8,70.3
Campaspe,CALIVIL,33.0,68.4
Campaspe,MITIAMO,33.0,68.4
Campaspe,PINE GROVE,33.0,68.4
Campaspe,PINE GROVE EAST,33.0,68.4
Campaspe,TERRICK TERRICK EAST,33.0,68.4
Loddon,BALD ROCK,34.8,70.3
Loddon,GLADFIELD,34.8,70.3
Loddon,JUNGABURRA,34.8,70.3
Loddon,LODDON VALE,34.8,70.3
Loddon,MINCHA,34.8,70.3
Loddon,MOLOGA,34.8,70.3
Loddon,PYRAMID HILL,34.8,70.3
Loddon,SYLVATERRE,34.8,70.3
Loddon,TERRICK TERRICK,34.8,70.3
Loddon,YARRAWALLA,34.8,70.3
Loddon,DURHAM OX,34.8,70.3
Swan Hill,APPIN,33.0,68.0
Swan Hill,APPIN SOUTH,33.0,68.0
Swan Hill,BAEL BAEL,33.0,68.0
Swan Hill,BEAUCHAMP,33.0,68.0
Swan Hill,BENJEROOP,33.0,68.0
Swan Hill,BUDGERUM EAST,33.0,68.0
Swan Hill,CAPELS CROSSING,33.0,68.0
Swan Hill,DINGWALL,33.0,68.0
Swan Hill,EAST YEOBURN,33.0,68.0
Swan Hill,FAIRLEY,33.0,68.0
Swan Hill,GONN CROSSING,33.0,68.0
Swan Hill,KERANG,33.0,68.0
Swan Hill,KERANG EAST,33.0,68.0
Swan Hill,KOROOP,33.0,68.0
Swan Hill,LAKE MERAN,33.0,68.0
Swan Hill,MACORNA,33.0,68.0
Swan Hill,MEERING WEST,33.0,68.0
Swan Hill,MILNES BRIDGE,33.0,68.0
Swan Hill,MURRABIT,33.0,68.0
Swan Hill,MURRABIT WEST,33.0,68.0
Swan Hill,MYALL,33.0,68.0
Swan Hill,MYSTIC PARK,33.0,68.0
Swan Hill,NORMANVILLE,33.0,68.0
Swan Hill,PINE VIEW,33.0,68.0
Swan Hill,REEDY LAKE,33.0,68.0
Swan Hill,SANDHILL LAKE,33.0,68.0
Swan Hill,TEAL POINT,33.0,68.0
Swan Hill,TRAGOWEL,33.0,68.0
Swan Hill,WANDELLA,33.0,68.0
Swan Hill,WESTBY,33.0,68.0
Gannawarra,KOONDROOK,32.4,68.1
Gannawarra,BEAUCHAMP,32.4,68.1
Gannawarra,LAKE CHARM,32.4,68.1
Swan Hill,TRESCO,33.0,68.0
Swan Hill,LAKE BOGA,33.0,68.0
Swan Hill,TRESCO WEST,33.0,68.0
Gannawarra,CASTLE DONNINGTON,32.4,68.1
Gannawarra,CHILLINGOLLAH,32.4,68.1
Gannawarra,FISH POINT,32.4,68.1
Gannawarra,GOSCHEN,32.4,68.1
Gannawarra,KUNAT,32.4,68.1
Gannawarra,MEATIAN,32.4,68.1
Gannawarra,NOWIE,32.4,68.1
Gannawarra,NYRRABY,32.4,68.1
Gannawarra,PIRA,32.4,68.1
Gannawarra,POLISBET,32.4,68.1
Gannawarra,SPEEWA,32.4,68.1
Gannawarra,SWAN HILL,32.4,68.1
Gannawarra,SWAN HILL PIONEER,32.4,68.1
Gannawarra,SWAN HILL WEST,32.4,68.1
Gannawarra,WINLATON,32.4,68.1
Swan Hill,BULGA,33.0,68.0
Swan Hill,MALLAN,33.0,68.0
Swan Hill,MURRAWEE,33.0,68.0
Swan Hill,MURRAYDALE,33.0,68.0
Swan Hill,PENTAL ISLAND,33.0,68.0
Swan Hill,TYNTYNDER,33.0,68.0
Swan Hill,TYNTYNDER SOUTH,33.0,68.0
Swan Hill,ULTIMA EAST,33.0,68.0
Swan Hill,WOORINEN SOUTH,33.0,68.0
Swan Hill,WOORINEN,33.0,68.0
Swan Hill,WOORINEN NORTH,33.0,68.0
Swan Hill,BEVERFORD,33.0,68.0
Swan Hill,VINIFERA,33.0,68.0
Swan Hill,NYAH,33.0,68.0
Swan Hill,NYAH WEST,33.0,68.0
Swan Hill,MIRALIE,33.0,68.0
Swan Hill,TOWAN,33.0,68.0
Swan Hill,WOOD WOOD,33.0,68.0
Swan Hill,KENLEY,33.0,68.0
Swan Hill,KOOLOONONG,33.0,68.0
Swan Hill,LAKE POWELL,33.0,68.0
Swan Hill,NARRUNG,33.0,68.0
Swan Hill,NATYA,33.0,68.0
Swan Hill,PIANGIL,33.0,68.0
Swan Hill,BOUNDARY BEND,33.0,68.0
Strathbogie,TABILK,35.1,70.7
Greater Shepparton,BAILIESTON,34.4,68.8
Greater Shepparton,GOULBURN WEIR,34.4,68.8
Greater Shepparton,GRAYTOWN,34.4,68.8
Greater Shepparton,KIRWANS BRIDGE,34.4,68.8
Greater Shepparton,MITCHELLSTOWN,34.4,68.8
Greater Shepparton,NAGAMBIE,34.4,68.8
Greater Shepparton,WAHRING,34.4,68.8
Greater Shepparton,WIRRATE,34.4,68.8
Strathbogie,DHURRINGILE,35.1,70.7
Strathbogie,MOORILIM,35.1,70.7
Strathbogie,MURCHISON,35.1,70.7
Strathbogie,MURCHISON EAST,35.1,70.7
Strathbogie,MURCHISON NORTH,35.1,70.7
Strathbogie,MOORA,35.1,70.7
Strathbogie,RUSHWORTH,35.1,70.7
Strathbogie,WANALTA,35.1,70.7
Strathbogie,WARANGA,35.1,70.7
Strathbogie,WARANGA SHORES,35.1,70.7
Strathbogie,WHROO,35.1,70.7
Greater Shepparton,TOOLAMBA,34.4,68.8
Greater Shepparton,TOOLAMBA WEST,34.4,68.8
Greater Shepparton,COOMA,34.4,68.8
Greater Shepparton,GILLIESTON,34.4,68.8
Greater Shepparton,GIRGARRE EAST,34.4,68.8
Greater Shepparton,HARSTON,34.4,68.8
Greater Shepparton,MOOROOPNA NORTH WEST,34.4,68.8
Greater Shepparton,TATURA,34.4,68.8
Greater Shepparton,TATURA EAST,34.4,68.8
Greater Shepparton,TOOLAMBA WEST,34.4,68.8
Greater Shepparton,WARANGA,34.4,68.8
Greater Shepparton,BYRNESIDE,34.4,68.8
Greater Shepparton,MERRIGUM,34.4,68.8
Moreland,KYABRAM,24.2,62.4
Greater Shepparton,KYABRAM,34.4,68.8
Greater Shepparton,KYABRAM SOUTH,34.4,68.8
Greater Shepparton,LANCASTER,34.4,68.8
Greater Shepparton,MOUNT SCOBIE,34.4,68.8
Greater Shepparton,ST GERMAINS,34.4,68.8
Greater Shepparton,TARIPTA,34.4,68.8
Greater Shepparton,WYUNA,34.4,68.8
Greater Shepparton,WYUNA EAST,34.4,68.8
Campaspe,KOYUGA SOUTH,33.0,68.4
Campaspe,KY VALLEY,33.0,68.4
Campaspe,KY WEST,33.0,68.4
Campaspe,KYVALLEY,33.0,68.4
Campaspe,TONGALA,33.0,68.4
Campaspe,YAMBUNA,33.0,68.4
Campaspe,CORNELIA CREEK,33.0,68.4
Campaspe,KOYUGA,33.0,68.4
Campaspe,STRATHALLAN,33.0,68.4
Greater Shepparton,CARAG CARAG,34.4,68.8
Greater Shepparton,STANHOPE,34.4,68.8
Greater Shepparton,STANHOPE SOUTH,34.4,68.8
Campaspe,GIRGARRE,33.0,68.4
Greater Shepparton,ARDMONA,34.4,68.8
Greater Shepparton,COOMBOONA,34.4,68.8
Greater Shepparton,MOOROOPNA,34.4,68.8
Greater Shepparton,MOOROOPNA NORTH,34.4,68.8
Greater Shepparton,UNDERA,34.4,68.8
Greater Shepparton,BENARCH,34.4,68.8
Greater Shepparton,BRANDITT,34.4,68.8
Greater Shepparton,CANIAMBO,34.4,68.8
Greater Shepparton,COLLIVER,34.4,68.8
Greater Shepparton,DUNKIRK,34.4,68.8
Greater Shepparton,SHEPPARTON,34.4,68.8
Greater Shepparton,SHEPPARTON SOUTH,34.4,68.8
Strathbogie,ARCADIA,35.1,70.7
Strathbogie,ARCADIA SOUTH,35.1,70.7
Strathbogie,BRANDITT,35.1,70.7
Strathbogie,COSGROVE,35.1,70.7
Strathbogie,COSGROVE SOUTH,35.1,70.7
Strathbogie,GRAHAMVALE,35.1,70.7
Strathbogie,KARRAMOMUS,35.1,70.7
Strathbogie,KIALLA,35.1,70.7
Strathbogie,KIALLA EAST,35.1,70.7
Strathbogie,KIALLA WEST,35.1,70.7
Strathbogie,LEMNOS,35.1,70.7
Strathbogie,ORRVALE,35.1,70.7
Strathbogie,PINE LODGE,35.1,70.7
Strathbogie,SHEPPARTON EAST,35.1,70.7
Strathbogie,SHEPPARTON NORTH,35.1,70.7
Strathbogie,TAMLEUGH WEST,35.1,70.7
Greater Shepparton,SHEPPARTON,34.4,68.8
Greater Shepparton,CONGUPNA,34.4,68.8
Moira,BUNBARTHA,34.6,70.2
Moira,INVERGORDON SOUTH,34.6,70.2
Moira,KATANDRA,34.6,70.2
Moira,KATANDRA WEST,34.6,70.2
Moira,MARIONVALE,34.6,70.2
Moira,MARUNGI,34.6,70.2
Moira,TALLYGAROOPNA,34.6,70.2
Moira,ZEERUST,34.6,70.2
Moira,KAARIMBA,34.6,70.2
Moira,MUNDOONA,34.6,70.2
Moira,WUNGHNU,34.6,70.2
Moira,DRUMANURE,34.6,70.2
Moira,INVERGORDON,34.6,70.2
Moira,NARING,34.6,70.2
Moira,NUMURKAH,34.6,70.2
Moira,WAAIA,34.6,70.2
Moira,YALCA,34.6,70.2
Moira,KOTUPNA,34.6,70.2
Moira,NATHALIA,34.6,70.2
Moira,YIELIMA,34.6,70.2
Moira,BARMAH,34.6,70.2
Moira,LOWER MOIRA,34.6,70.2
Moira,PICOLA,34.6,70.2
Moira,PICOLA WEST,34.6,70.2
Moira,KATUNGA,34.6,70.2
Moira,BEARII,34.6,70.2
Moira,MYWEE,34.6,70.2
Moira,STRATHMERTON,34.6,70.2
Moira,ULUPNA,34.6,70.2
Moira,COBRAM,34.6,70.2
Berrigan,BAROOGA,,
Berrigan,COBRAM,,
Berrigan,COBRAM EAST,,
Berrigan,KOONOOMOO,,
Berrigan,LALALTY,,
Berrigan,MUCKATAH,,
Berrigan,YARROWEYAH,,
Strathbogie,DOOKIE,35.1,70.7
Strathbogie,MOUNT MAJOR,35.1,70.7
Strathbogie,NALINGA,35.1,70.7
Strathbogie,WAGGARANDALL,35.1,70.7
Strathbogie,WATTVILLE,35.1,70.7
Strathbogie,YABBA NORTH,35.1,70.7
Strathbogie,YABBA SOUTH,35.1,70.7
Strathbogie,YOUANMITE,35.1,70.7
Greater Shepparton,DOOKIE COLLEGE,34.4,68.8
Moira,KATAMATITE,34.6,70.2
Moira,KATAMATITE EAST,34.6,70.2
Murrindindi,BROADFORD,32.7,69.8
Murrindindi,CLONBINANE,32.7,69.8
Murrindindi,CLONBINANE,32.7,69.8
Murrindindi,FLOWERDALE,32.7,69.8
Murrindindi,HAZELDENE,32.7,69.8
Murrindindi,REEDY CREEK,32.7,69.8
Murrindindi,STRATH CREEK,32.7,69.8
Murrindindi,SUGARLOAF CREEK,32.7,69.8
Murrindindi,SUNDAY CREEK,32.7,69.8
Murrindindi,TYAAK,32.7,69.8
Murrindindi,WATERFORD PARK,32.7,69.8
Mitchell,SUGARLOAF CREEK,33.6,70.3
Mitchell,TALLAROOK,33.6,70.3
Murrindindi,CAVEAT,32.7,69.8
Murrindindi,DROPMORE,32.7,69.8
Murrindindi,DYSART,32.7,69.8
Murrindindi,HIGHLANDS,32.7,69.8
Murrindindi,HILLDENE,32.7,69.8
Murrindindi,KERRISDALE,32.7,69.8
Murrindindi,KOBYBOYN,32.7,69.8
Murrindindi,NORTHWOOD,32.7,69.8
Murrindindi,SEYMOUR,32.7,69.8
Murrindindi,SEYMOUR SOUTH,32.7,69.8
Murrindindi,TRAWOOL,32.7,69.8
Murrindindi,WHITEHEADS CREEK,32.7,69.8
Latrobe (Vic.),SEYMOUR,,
Mitchell,PUCKAPUNYAL,33.6,70.3
Mitchell,PUCKAPUNYAL MILPO,33.6,70.3
Mitchell,MANGALORE,33.6,70.3
Mitchell,AVENEL,33.6,70.3
Mitchell,UPTON HILL,33.6,70.3
Strathbogie,LOCKSLEY,35.1,70.7
Strathbogie,LONGWOOD,35.1,70.7
Strathbogie,PRANJIP,35.1,70.7
Murrindindi,BALMATTUM,32.7,69.8
Murrindindi,CREIGHTON,32.7,69.8
Murrindindi,CREIGHTONS CREEK,32.7,69.8
Murrindindi,EUROA,32.7,69.8
Murrindindi,GOORAM,32.7,69.8
Murrindindi,KELVIN VIEW,32.7,69.8
Murrindindi,KITHBROOK,32.7,69.8
Murrindindi,LONGWOOD EAST,32.7,69.8
Murrindindi,MIEPOLL,32.7,69.8
Murrindindi,MOGLONEMBY,32.7,69.8
Murrindindi,MOLKA,32.7,69.8
Murrindindi,PRANJIP,32.7,69.8
Murrindindi,RIGGS CREEK,32.7,69.8
Murrindindi,RUFFY,32.7,69.8
Murrindindi,SHEANS CREEK,32.7,69.8
Murrindindi,STRATHBOGIE,32.7,69.8
Murrindindi,TARCOMBE,32.7,69.8
Mansfield,BOHO,33.9,69.1
